STATION,DATE,REPORT_TYPE,SOURCE,HourlyDryBulbTemperature
72520094823,2020-02-22T08:51:00,FM-15,7,27
72520094823,2020-02-22T09:51:00,FM-15,7,31
72520094823,2020-02-22T10:51:00,FM-15,7,34
72520094823,2020-02-22T11:51:00,FM-15,7,37
72520094823,2020-02-22T12:51:00,FM-15,7,41
72520094823,2020-02-22T13:51:00,FM-15,7,43
72520094823,2020-02-22T14:51:00,FM-15,7,44
72520094823,2020-02-22T15:51:00,FM-15,7,45
72520094823,2020-02-22T16:51:00,FM-15,7,45
72520094823,2020-02-22T17:51:00,FM-15,7,43
72520094823,2020-02-22T18:51:00,FM-15,7,41
72520094823,2020-02-22T19:51:00,FM-15,7,38
72520094823,2020-02-22T20:51:00,FM-15,7,37
72520094823,2020-02-22T21:51:00,FM-15,7,37
72520094823,2020-02-22T22:51:00,FM-15,7,36
72520094823,2020-02-22T23:51:00,FM-15,7,34
72520094823,2020-02-23T00:51:00,FM-15,7,31
72520094823,2020-02-23T01:51:00,FM-15,7,30
72520094823,2020-02-23T02:51:00,FM-15,7,28
72520094823,2020-02-23T03:51:00,FM-15,7,27
72520094823,2020-02-23T04:51:00,FM-15,7,28
72520094823,2020-02-23T05:51:00,FM-15,7,26
72520094823,2020-02-23T06:51:00,FM-15,7,26
72520094823,2020-02-23T07:51:00,FM-15,7,28
72520094823,2020-02-23T08:51:00,FM-15,7,34
72520094823,2020-02-23T09:51:00,FM-15,7,41
72520094823,2020-02-23T10:51:00,FM-15,7,45
72520094823,2020-02-23T11:51:00,FM-15,7,47
72520094823,2020-02-23T12:51:00,FM-15,7,50
72520094823,2020-02-23T13:51:00,FM-15,7,49
72520094823,2020-02-23T14:51:00,FM-15,7,49
72520094823,2020-02-23T15:51:00,FM-15,7,50
72520094823,2020-02-23T16:51:00,FM-15,7,50
72520094823,2020-02-23T17:51:00,FM-15,7,49
72520094823,2020-02-23T18:51:00,FM-15,7,47
72520094823,2020-02-23T19:51:00,FM-15,7,45
72520094823,2020-02-23T20:51:00,FM-15,7,44
72520094823,2020-02-23T21:51:00,FM-15,7,45
72520094823,2020-02-23T22:51:00,FM-15,7,45
72520094823,2020-02-23T23:51:00,FM-15,7,44
72520094823,2020-02-24T00:51:00,FM-15,7,40
72520094823,2020-02-24T01:51:00,FM-15,7,37
72520094823,2020-02-24T02:51:00,FM-15,7,38
72520094823,2020-02-24T03:51:00,FM-15,7,41
72520094823,2020-02-24T04:51:00,FM-15,7,41
72520094823,2020-02-24T05:51:00,FM-15,7,40
72520094823,2020-02-24T06:51:00,FM-15,7,36
72520094823,2020-02-24T07:51:00,FM-15,7,40
72520094823,2020-02-24T08:51:00,FM-15,7,42
72520094823,2020-02-24T09:51:00,FM-15,7,48
72520094823,2020-02-24T10:51:00,FM-15,7,49
72520094823,2020-02-24T11:51:00,FM-15,7,51
72520094823,2020-02-24T12:51:00,FM-15,7,52
72520094823,2020-02-24T13:51:00,FM-15,7,53
72520094823,2020-02-24T14:51:00,FM-15,7,53
72520094823,2020-02-24T15:51:00,FM-15,7,52
72520094823,2020-02-24T16:51:00,FM-15,7,51
72520094823,2020-02-24T17:51:00,FM-15,7,50
72520094823,2020-02-24T18:51:00,FM-15,7,49
72520094823,2020-02-24T19:51:00,FM-15,7,48
72520094823,2020-02-24T20:51:00,FM-15,7,47
72520094823,2020-02-24T21:51:00,FM-15,7,47
72520094823,2020-02-24T22:51:00,FM-15,7,46
72520094823,2020-02-24T23:51:00,FM-15,7,44
72520094823,2020-02-25T00:51:00,FM-15,7,44
72520094823,2020-02-25T01:51:00,FM-15,7,43
72520094823,2020-02-25T02:51:00,FM-15,7,43
72520094823,2020-02-25T03:51:00,FM-15,7,43
72520094823,2020-02-25T04:51:00,FM-15,7,42
72520094823,2020-02-25T05:51:00,FM-15,7,41
72520094823,2020-02-25T06:51:00,FM-15,7,41
72520094823,2020-02-25T07:51:00,FM-15,7,42
72520094823,2020-02-25T08:51:00,FM-15,7,44
72520094823,2020-02-25T09:51:00,FM-15,7,45
72520094823,2020-02-25T10:51:00,FM-15,7,45
72520094823,2020-02-25T11:51:00,FM-15,7,47
72520094823,2020-02-25T12:51:00,FM-15,7,47
72520094823,2020-02-25T13:51:00,FM-15,7,47
72520094823,2020-02-25T14:51:00,FM-15,7,46
72520094823,2020-02-25T15:51:00,FM-15,7,46
72520094823,2020-02-25T16:51:00,FM-15,7,46
72520094823,2020-02-25T17:51:00,FM-15,7,45
72520094823,2020-02-25T18:51:00,FM-15,7,45
72520094823,2020-02-25T19:51:00,FM-15,7,44
72520094823,2020-02-25T20:51:00,FM-15,7,44
72520094823,2020-02-25T21:51:00,FM-15,7,44
72520094823,2020-02-25T22:51:00,FM-15,7,44
72520094823,2020-02-25T23:51:00,FM-15,7,44
72520094823,2020-02-26T00:51:00,FM-15,7,43
72520094823,2020-02-26T01:51:00,FM-15,7,43
72520094823,2020-02-26T02:51:00,FM-15,7,43
72520094823,2020-02-26T03:51:00,FM-15,7,43
72520094823,2020-02-26T04:51:00,FM-15,7,43
72520094823,2020-02-26T05:51:00,FM-15,7,44
72520094823,2020-02-26T06:51:00,FM-15,7,44
72520094823,2020-02-26T07:51:00,FM-15,7,44
72520094823,2020-02-26T08:51:00,FM-15,7,45
72520094823,2020-02-26T09:51:00,FM-15,7,46
72520094823,2020-02-26T10:51:00,FM-15,7,47
72520094823,2020-02-26T11:51:00,FM-15,7,47
72520094823,2020-02-26T12:51:00,FM-15,7,48
72520094823,2020-02-26T13:51:00,FM-15,7,47
72520094823,2020-02-26T14:51:00,FM-15,7,46
72520094823,2020-02-26T15:51:00,FM-15,7,46
72520094823,2020-02-26T16:51:00,FM-15,7,44
72520094823,2020-02-26T17:51:00,FM-15,7,43
72520094823,2020-02-26T18:51:00,FM-15,7,42
72520094823,2020-02-26T19:51:00,FM-15,7,41
72520094823,2020-02-26T20:51:00,FM-15,7,39
72520094823,2020-02-26T21:51:00,FM-15,7,35
72520094823,2020-02-26T22:51:00,FM-15,7,32
72520094823,2020-02-26T23:51:00,FM-15,7,31
72520094823,2020-02-27T00:51:00,FM-15,7,30
72520094823,2020-02-27T01:51:00,FM-15,7,27
72520094823,2020-02-27T02:51:00,FM-15,7,26
72520094823,2020-02-27T03:51:00,FM-15,7,25
72520094823,2020-02-27T04:51:00,FM-15,7,25
72520094823,2020-02-27T05:51:00,FM-15,7,25
72520094823,2020-02-27T06:51:00,FM-15,7,23
72520094823,2020-02-27T07:51:00,FM-15,7,23
72520094823,2020-02-27T08:51:00,FM-15,7,21
72520094823,2020-02-27T09:51:00,FM-15,7,22
72520094823,2020-02-27T10:51:00,FM-15,7,23
72520094823,2020-02-27T11:51:00,FM-15,7,24
72520094823,2020-02-27T12:51:00,FM-15,7,25
72520094823,2020-02-27T13:51:00,FM-15,7,27
72520094823,2020-02-27T14:51:00,FM-15,7,25
72520094823,2020-02-27T15:51:00,FM-15,7,25
72520094823,2020-02-27T16:51:00,FM-15,7,25
72520094823,2020-02-27T17:51:00,FM-15,7,25
72520094823,2020-02-27T18:51:00,FM-15,7,24
72520094823,2020-02-27T19:51:00,FM-15,7,24
72520094823,2020-02-27T20:51:00,FM-15,7,25
72520094823,2020-02-27T21:51:00,FM-15,7,24
72520094823,2020-02-27T22:51:00,FM-15,7,25
72520094823,2020-02-27T23:51:00,FM-15,7,25
72520094823,2020-02-28T00:51:00,FM-15,7,23
72520094823,2020-02-28T01:51:00,FM-15,7,23
72520094823,2020-02-28T02:51:00,FM-15,7,22
72520094823,2020-02-28T03:51:00,FM-15,7,22
72520094823,2020-02-28T04:51:00,FM-15,7,22
72520094823,2020-02-28T05:51:00,FM-15,7,21
72520094823,2020-02-28T06:51:00,FM-15,7,20
72520094823,2020-02-28T07:51:00,FM-15,7,21
72520094823,2020-02-28T08:51:00,FM-15,7,22
72520094823,2020-02-28T09:51:00,FM-15,7,23
72520094823,2020-02-28T10:51:00,FM-15,7,26
72520094823,2020-02-28T11:51:00,FM-15,7,28
72520094823,2020-02-28T12:51:00,FM-15,7,30
72520094823,2020-02-28T13:51:00,FM-15,7,30
72520094823,2020-02-28T14:51:00,FM-15,7,31
72520094823,2020-02-28T15:51:00,FM-15,7,30
72520094823,2020-02-28T16:51:00,FM-15,7,29
72520094823,2020-02-28T17:51:00,FM-15,7,27
72520094823,2020-02-28T18:51:00,FM-15,7,26
72520094823,2020-02-28T19:51:00,FM-15,7,25
72520094823,2020-02-28T20:51:00,FM-15,7,24
72520094823,2020-02-28T21:51:00,FM-15,7,23
72520094823,2020-02-28T22:51:00,FM-15,7,22
72520094823,2020-02-28T23:51:00,FM-15,7,22
72520094823,2020-02-29T00:51:00,FM-15,7,21
72520094823,2020-02-29T01:51:00,FM-15,7,20
72520094823,2020-02-29T02:51:00,FM-15,7,19
72520094823,2020-02-29T03:51:00,FM-15,7,19
72520094823,2020-02-29T04:51:00,FM-15,7,19
72520094823,2020-02-29T05:51:00,FM-15,7,18
72520094823,2020-02-29T06:51:00,FM-15,7,18
72520094823,2020-02-29T07:51:00,FM-15,7,19
72520094823,2020-02-29T08:51:00,FM-15,7,21
72520094823,2020-02-29T09:51:00,FM-15,7,23
72520094823,2020-02-29T10:51:00,FM-15,7,25
72520094823,2020-02-29T11:51:00,FM-15,7,26
72520094823,2020-02-29T12:51:00,FM-15,7,28
72520094823,2020-02-29T13:51:00,FM-15,7,29
72520094823,2020-02-29T14:51:00,FM-15,7,30
72520094823,2020-02-29T15:51:00,FM-15,7,30
72520094823,2020-02-29T16:51:00,FM-15,7,30
72520094823,2020-02-29T17:51:00,FM-15,7,29
72520094823,2020-02-29T18:51:00,FM-15,7,27
72520094823,2020-02-29T19:51:00,FM-15,7,25
72520094823,2020-02-29T20:51:00,FM-15,7,25
72520094823,2020-02-29T21:51:00,FM-15,7,25
72520094823,2020-02-29T22:51:00,FM-15,7,24
72520094823,2020-02-29T23:51:00,FM-15,7,23
